TIME_M,EVENT
1706781579.000000,2.000000
1706781582.000000,3.000000
1706781585.000000,2.000000
1706781588.000000,2.000000
1706781591.000000,3.000000
1706781594.000000,3.000000
1706781597.000000,2.000000
1706781600.000000,2.000000
1706781603.000000,2.000000
1706781606.000000,3.000000
1706781609.000000,3.000000
1706781612.000000,2.000000
1706781615.000000,3.000000
1706781618.000000,3.000000
1706781621.000000,3.000000
1706781624.000000,3.000000
1706781627.000000,3.000000
1706781630.000000,3.000000
1706781633.000000,3.000000
1706781636.000000,2.000000
1706781639.000000,3.000000
1706781642.000000,2.000000
1706781645.000000,3.000000
1706781648.000000,2.000000
1706781651.000000,3.000000
1706782854.000000,3.000000
1706782857.000000,3.000000
1706782860.000000,3.000000
1706782863.000000,2.000000
1706782866.000000,2.000000
1706782869.000000,2.000000
1706782872.000000,2.000000
1706782875.000000,2.000000
1706782878.000000,3.000000
1706782881.000000,2.000000
1706782884.000000,2.000000
1706782887.000000,2.000000
1706782890.000000,3.000000
1706782893.000000,2.000000
1706782896.000000,2.000000
1706782899.000000,2.000000
1706782902.000000,2.000000
1706782905.000000,2.000000
1706782908.000000,2.000000
1706782911.000000,2.000000
1706782914.000000,2.000000
1706782917.000000,2.000000
1706782920.000000,2.000000
1706782923.000000,2.000000
1706782926.000000,2.000000
1706782929.000000,2.000000
1706782932.000000,2.000000
1706782935.000000,2.000000
1706782938.000000,3.000000
1706792442.000000,3.000000
1706792445.000000,3.000000
1706792448.000000,2.000000
1706792451.000000,2.000000
1706792454.000000,3.000000
1706792457.000000,2.000000
1706792460.000000,2.000000
1706792463.000000,2.000000
1706792466.000000,2.000000
1706792469.000000,3.000000
1706792472.000000,2.000000
1706792475.000000,3.000000
1706792478.000000,2.000000
1706792481.000000,2.000000
1706792484.000000,2.000000
1706792487.000000,2.000000
1706792490.000000,3.000000
1706792493.000000,3.000000
1706792496.000000,2.000000
1706792499.000000,3.000000
1706792502.000000,3.000000
1706792505.000000,3.000000
1706792508.000000,3.000000
1706792511.000000,3.000000
1706792514.000000,2.000000
1706792517.000000,3.000000
1706792520.000000,2.000000
1706792523.000000,3.000000
1706792526.000000,3.000000
1706792529.000000,3.000000
1706792532.000000,3.000000
1706792535.000000,2.000000
1706792538.000000,2.000000
1706792541.000000,2.000000
1706792544.000000,2.000000
1706792547.000000,3.000000
1706792550.000000,2.000000
1706792553.000000,2.000000
1706792556.000000,1.000000
1706792559.000000,2.000000
1706792562.000000,1.000000
1706792565.000000,2.000000
1706792568.000000,2.000000
1706792571.000000,3.000000
1706792574.000000,2.000000
1706792577.000000,2.000000
1706792580.000000,2.000000
1706792583.000000,2.000000
1706792586.000000,2.000000
1706792589.000000,3.000000
1706792592.000000,3.000000
1706792595.000000,3.000000
1706792598.000000,2.000000
1706792601.000000,2.000000
1706792604.000000,3.000000
1706792607.000000,3.000000
1706792610.000000,2.000000
1706792613.000000,2.000000
1706792616.000000,3.000000
1706792619.000000,2.000000
1706792622.000000,3.000000
1706792625.000000,3.000000
1706792628.000000,3.000000
1706792631.000000,3.000000
1706792634.000000,2.000000
1706792637.000000,3.000000
1706792640.000000,3.000000
1706792643.000000,3.000000
1706792646.000000,3.000000
1706792649.000000,3.000000
1706792652.000000,3.000000
1706792655.000000,3.000000
1706792658.000000,2.000000
1706792661.000000,1.000000
1706792664.000000,3.000000
1706792667.000000,3.000000
1706792670.000000,2.000000
1706792673.000000,3.000000
1706792676.000000,2.000000
1706792679.000000,3.000000
1706792682.000000,1.000000
1706792685.000000,3.000000
1706792688.000000,2.000000
1706792691.000000,3.000000
1706792694.000000,2.000000
1706792697.000000,3.000000
1706792700.000000,3.000000
1706792703.000000,2.000000
1706792706.000000,3.000000
1706792709.000000,3.000000
1706792712.000000,2.000000
1706792715.000000,3.000000
1706792718.000000,2.000000
1706792721.000000,3.000000
1706792724.000000,2.000000
1706792727.000000,2.000000
1706792730.000000,2.000000
1706792733.000000,2.000000
1706792736.000000,3.000000
1706792739.000000,3.000000
1706792742.000000,3.000000
1706792745.000000,3.000000
1706792748.000000,2.000000
1706792751.000000,3.000000
1706792754.000000,2.000000
1706792757.000000,3.000000
1706792760.000000,2.000000
1706792763.000000,2.000000
1706792766.000000,2.000000
1706792769.000000,3.000000
1706792772.000000,3.000000
1706792775.000000,1.000000
1706792778.000000,3.000000
1706792781.000000,2.000000
1706792784.000000,2.000000
1706792787.000000,1.000000
1706781654.000000,3.000000
1706781657.000000,3.000000
1706781660.000000,3.000000
1706781663.000000,3.000000
1706781666.000000,3.000000
1706781669.000000,2.000000
1706781672.000000,2.000000
1706781675.000000,3.000000
1706781678.000000,3.000000
1706781681.000000,3.000000
1706781684.000000,3.000000
1706781687.000000,3.000000
1706781690.000000,3.000000
1706781693.000000,3.000000
1706781696.000000,3.000000
1706781699.000000,2.000000
1706781702.000000,3.000000
1706781705.000000,2.000000
1706781708.000000,2.000000
1706781711.000000,3.000000
1706781714.000000,3.000000
1706781717.000000,3.000000
1706781720.000000,3.000000
1706781723.000000,2.000000
1706781726.000000,2.000000
1706781729.000000,2.000000
1706781732.000000,2.000000
1706781735.000000,3.000000
1706781738.000000,1.000000
1706781741.000000,3.000000
1706781744.000000,2.000000
1706781747.000000,2.000000
1706781750.000000,2.000000
1706781753.000000,3.000000
1706781756.000000,2.000000
1706781759.000000,3.000000
1706781762.000000,2.000000
1706781765.000000,2.000000
1706781768.000000,2.000000
1706781771.000000,2.000000
1706781774.000000,2.000000
1706781777.000000,2.000000
1706781780.000000,2.000000
1706781783.000000,3.000000
1706781786.000000,2.000000
1706781789.000000,2.000000
1706781792.000000,2.000000
1706781795.000000,2.000000
1706781798.000000,3.000000
1706781801.000000,2.000000
1706781804.000000,1.000000
1706781807.000000,3.000000
1706781810.000000,2.000000
1706781813.000000,3.000000
1706781816.000000,2.000000
1706781819.000000,3.000000
1706781822.000000,3.000000
1706781825.000000,3.000000
1706781828.000000,3.000000
1706781831.000000,3.000000
1706781834.000000,3.000000
1706781837.000000,3.000000
1706781840.000000,2.000000
1706781843.000000,2.000000
1706781846.000000,3.000000
1706781849.000000,3.000000
1706781852.000000,2.000000
1706781855.000000,2.000000
1706781858.000000,2.000000
1706781861.000000,3.000000
1706781864.000000,3.000000
1706781867.000000,3.000000
1706781870.000000,2.000000
1706781873.000000,3.000000
1706781876.000000,3.000000
1706781879.000000,2.000000
1706781882.000000,2.000000
1706781885.000000,2.000000
1706781888.000000,3.000000
1706781891.000000,2.000000
1706781894.000000,2.000000
1706781897.000000,2.000000
1706781900.000000,2.000000
1706781903.000000,3.000000
1706781906.000000,2.000000
1706781909.000000,2.000000
1706781912.000000,2.000000
1706781915.000000,2.000000
1706781918.000000,2.000000
1706781921.000000,2.000000
1706781924.000000,3.000000
1706781927.000000,3.000000
1706781930.000000,2.000000
1706781933.000000,2.000000
1706781936.000000,2.000000
1706781939.000000,2.000000
1706781942.000000,2.000000
1706781945.000000,2.000000
1706781948.000000,2.000000
1706781951.000000,3.000000
1706781954.000000,2.000000
1706781957.000000,2.000000
1706781960.000000,2.000000
1706781963.000000,2.000000
1706781966.000000,3.000000
1706781969.000000,3.000000
1706781972.000000,3.000000
1706781975.000000,3.000000
1706781978.000000,2.000000
1706781981.000000,2.000000
1706781984.000000,3.000000
1706781987.000000,3.000000
1706781990.000000,2.000000
1706781993.000000,2.000000
1706781996.000000,3.000000
1706781999.000000,3.000000
1706782002.000000,3.000000
1706782005.000000,2.000000
1706782008.000000,2.000000
1706782011.000000,3.000000
1706782014.000000,2.000000
1706782017.000000,2.000000
1706782020.000000,2.000000
1706782023.000000,2.000000
1706782026.000000,2.000000
1706782029.000000,2.000000
1706782032.000000,3.000000
1706782035.000000,2.000000
1706782038.000000,3.000000
1706782041.000000,2.000000
1706782044.000000,2.000000
1706782047.000000,3.000000
1706782050.000000,2.000000
1706782053.000000,2.000000
1706782056.000000,1.000000
1706782059.000000,2.000000
